,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuelID,ChallengeID,EpisodeID,PlayerID,OpponentID,Won,ArrivedFirst,Target MARGIN,TeamPoints_Before,OppPoints_Before,PointNo,IsFinalPoint,IsTiebreakRelay,RelayLeg,NormMargin_Red,NormMargin_Blue,PressureWeight,PW_NormMargin_Red,PW_NormMargin_Blue,RedWon,BlueWon,PropType,TargetType,PuzzlePhase,GamePrice,PuzzleChoke_Red,PuzzleChoke_Blue,TeamMatchID,RedTeamWin,BlueTeamWin,OpponentPower,Momments weighted difficulty ,weightedOpponentDifficulty,OpponentDifficulty,WinContribution,PlayerPower,BlueOpponentPower,BlueOpponentDifficulty,BlueWinContribution,BlueMomentsWeightedDifficulty,Category,HasTarget,Puzzle,PuzzleType,AirDate,Week
46,3,3,12,16,1,1,7,5,6,12,0,0,0,0.88,-0.875,1,0.875,-0.875,1,0,BALL_S,KNOCK_DOWN,NONE,Immunity,0,0,3-Immunity-3,0,0,43.05846757,43.05846757,0,0,0,53.27417227,53.27417227,0.845413296,0,53.27417227,Race,1,0,0,13/01/2026,1
47,3,3,1,23,0,0,1,6,6,13,0,0,0,-0.13,0.125,1,-0.125,0.125,0,1,BALL_S,KNOCK_DOWN,NONE,Immunity,0,0,3-Immunity-3,0,0,58.67076248,58.67076248,0,0,0,75.67768273,75.67768273,1.200936898,1.200936898,75.67768273,Race,1,0,0,13/01/2026,1
48,3,3,3,18,1,0,8,6,7,14,0,0,0,1.00,-1,1,1,-1,1,0,BALL_S,KNOCK_DOWN,NONE,Immunity,0,0,3-Immunity-3,0,0,39.69302427,39.69302427,0,0,0,31.10161152,31.10161152,0.493554659,0,31.10161152,Race,1,0,0,13/01/2026,1
49,3,3,2,19,0,0,1,7,7,15,0,0,0,-0.13,0.125,1,-0.125,0.125,0,1,BALL_S,KNOCK_DOWN,NONE,Immunity,0,0,3-Immunity-3,0,0,86.08537337,86.08537337,0,0,0,91.77978253,91.77978253,1.456462769,1.456462769,91.77978253,Race,1,0,0,13/01/2026,1
50,3,3,9,13,0,0,3,7,8,16,0,0,0,-0.38,0.375,1,-0.375,0.375,0,1,BALL_S,KNOCK_DOWN,NONE,Immunity,0,0,3-Immunity-3,0,0,91.885738,91.885738,0,0,0,52.64946139,52.64946139,0.835499695,0.835499695,52.64946139,Race,1,0,0,13/01/2026,1
51,3,3,5,24,0,0,3,7,9,17,1,0,0,-0.38,0.375,1.5,-0.5625,0.5625,0,1,BALL_S,KNOCK_DOWN,NONE,Immunity,0,0,3-Immunity-3,0,1,52.4495009,78.67425136,0,0,0,52.56649774,52.56649774,0.834183136,1.251274705,78.84974661,Race,1,0,0,13/01/2026,1
52,4,4,7,21,0,0,2,0,0,1,0,0,0,-1.00,1,1,-1,1,0,1,POLE,LAND_IN,NONE,Food,0,0,4-Food-4,0,0,49.93480316,49.93480316,0,0,0,73.01891678,73.01891678,1.158744669,1.158744669,73.01891678,Race,1,0,0,14/01/2026,1
53,4,4,10,16,1,1,2,0,1,2,0,0,0,1.00,-1,1,1,-1,1,0,POLE,LAND_IN,NONE,Food,0,0,4-Food-4,0,0,43.05846757,43.05846757,0,0,0,83.71796198,83.71796198,1.328528913,0,83.71796198,Race,1,0,0,14/01/2026,1
54,4,4,2,14,1,1,2,1,1,3,0,0,0,1.00,-1,1,1,-1,1,0,POLE,LAND_IN,NONE,Food,0,0,4-Food-4,0,0,35.72742915,35.72742915,0,0,0,91.77978253,91.77978253,1.456462769,0,91.77978253,Race,1,0,0,14/01/2026,1
55,4,4,9,18,1,0,1,2,1,4,0,0,0,0.50,-0.5,1,0.5,-0.5,1,0,POLE,LAND_IN,NONE,Food,0,0,4-Food-4,0,0,39.69302427,39.69302427,0,0,0,52.64946139,52.64946139,0.835499695,0,52.64946139,Race,1,0,0,14/01/2026,1
56,4,4,5,19,1,0,2,3,1,5,0,0,0,1.00,-1,1,1,-1,1,0,POLE,LAND_IN,NONE,Food,0,0,4-Food-4,0,0,86.08537337,86.08537337,0,0,0,52.56649774,52.56649774,0.834183136,0,52.56649774,Race,1,0,0,14/01/2026,1
57,4,4,4,13,0,1,2,4,1,6,0,0,0,-1.00,1,1,-1,1,0,1,POLE,LAND_IN,NONE,Food,0,0,4-Food-4,0,0,91.885738,91.885738,0,0,0,73.49062744,73.49062744,1.166230294,1.166230294,73.49062744,Race,1,0,0,14/01/2026,1
58,4,4,1,22,0,0,2,4,2,7,0,0,0,-1.00,1,1,-1,1,0,1,POLE,LAND_IN,NONE,Food,0,0,4-Food-4,0,0,87.88216969,87.88216969,0,0,0,75.67768273,75.67768273,1.200936898,1.200936898,75.67768273,Race,1,0,0,14/01/2026,1
59,4,4,12,20,0,0,1,4,3,8,0,0,0,-0.50,0.5,1,-0.5,0.5,0,1,POLE,LAND_IN,NONE,Food,0,0,4-Food-4,0,0,100,100,0,0,0,53.27417227,53.27417227,0.845413296,0.845413296,53.27417227,Race,1,0,0,14/01/2026,1
60,4,4,2,24,1,1,2,4,4,9,0,0,0,1.00,-1,1,1,-1,1,0,POLE,LAND_IN,NONE,Food,0,0,4-Food-4,0,0,52.4495009,52.4495009,0,0,0,91.77978253,91.77978253,1.456462769,0,91.77978253,Race,1,0,0,14/01/2026,1
61,4,4,3,16,0,0,2,5,4,10,0,0,0,-1.00,1,1,-1,1,0,1,POLE,LAND_IN,NONE,Food,0,0,4-Food-4,0,0,43.05846757,43.05846757,0,0,0,31.10161152,31.10161152,0.493554659,0.493554659,31.10161152,Race,1,0,0,14/01/2026,1
62,4,4,1,21,1,1,1,5,5,11,0,0,0,0.50,-0.5,1,0.5,-0.5,1,0,POLE,LAND_IN,NONE,Food,0,0,4-Food-4,0,0,49.93480316,49.93480316,0,0,0,75.67768273,75.67768273,1.200936898,0,75.67768273,Race,1,0,0,14/01/2026,1
63,4,4,11,15,1,1,2,6,5,12,0,0,0,1.00,-1,1,1,-1,1,0,POLE,LAND_IN,NONE,Food,0,0,4-Food-4,0,0,63.41332435,63.41332435,0,0,0,20.17453675,20.17453675,0.32015179,0,20.17453675,Race,1,0,0,14/01/2026,1
64,4,4,6,23,1,0,1,7,5,13,0,0,0,0.50,-0.5,1,0.5,-0.5,1,0,POLE,LAND_IN,NONE,Food,0,0,4-Food-4,0,0,58.67076248,58.67076248,0,0,0,28.74860068,28.74860068,0.456214489,0,28.74860068,Race,1,0,0,14/01/2026,1
65,4,4,9,17,0,0,1,8,5,14,0,0,0,-0.50,0.5,1,-0.5,0.5,0,1,POLE,LAND_IN,NONE,Food,0,0,4-Food-4,0,0,93.33113978,93.33113978,0,0,0,52.64946139,52.64946139,0.835499695,0.835499695,52.64946139,Race,1,0,0,14/01/2026,1
66,4,4,8,19,0,0,1,8,6,15,0,0,0,-0.50,0.5,1,-0.5,0.5,0,1,POLE,LAND_IN,NONE,Food,0,0,4-Food-4,0,0,86.08537337,86.08537337,0,0,0,70.36702621,70.36702621,1.116661546,1.116661546,70.36702621,Race,1,0,0,14/01/2026,1
67,4,4,12,13,0,1,1,8,7,16,0,0,0,-0.50,0.5,1,-0.5,0.5,0,1,POLE,LAND_IN,NONE,Food,0,0,4-Food-4,0,0,91.885738,91.885738,0,0,0,53.27417227,53.27417227,0.845413296,0.845413296,53.27417227,Race,1,0,0,14/01/2026,1
68,4,4,5,14,0,1,2,8,8,17,0,0,0,-1.00,1,1,-1,1,0,1,POLE,LAND_IN,NONE,Food,0,0,4-Food-4,0,0,35.72742915,35.72742915,0,0,0,52.56649774,52.56649774,0.834183136,0.834183136,52.56649774,Race,1,0,0,14/01/2026,1
69,4,4,4,20,0,0,2,8,9,18,1,0,0,-1.00,1,1.5,-1.5,1.5,0,1,POLE,LAND_IN,NONE,Food,0,0,4-Food-4,0,1,100,150,0,0,0,73.49062744,73.49062744,1.166230294,1.749345441,110.2359412,Race,1,0,0,14/01/2026,1
70,5,5,5,14,1,1,1,0,0,1,0,0,0,0.14,-0.142857143,1,0.142857143,-0.142857143,1,0,HOOP,KNOCK_DOWN,NONE,Immunity,0,0,5-Immunity-5,0,0,35.72742915,35.72742915,0,0,0,52.56649774,52.56649774,0.834183136,0,52.56649774,Race,1,0,0,18/01/2026,2
71,5,5,10,18,1,1,3,1,0,2,0,0,0,0.43,-0.428571429,1,0.428571429,-0.428571429,1,0,HOOP,KNOCK_DOWN,NONE,Immunity,0,0,5-Immunity-5,0,0,39.69302427,39.69302427,0,0,0,83.71796198,83.71796198,1.328528913,0,83.71796198,Race,1,0,0,18/01/2026,2
72,5,5,7,24,1,1,5,2,0,3,0,0,0,0.71,-0.714285714,1,0.714285714,-0.714285714,1,0,HOOP,KNOCK_DOWN,NONE,Immunity,0,0,5-Immunity-5,0,0,52.4495009,52.4495009,0,0,0,73.01891678,73.01891678,1.158744669,0,73.01891678,Race,1,0,0,18/01/2026,2
73,5,5,12,13,0,1,4,3,0,4,0,0,0,-0.57,0.571428571,1,-0.571428571,0.571428571,0,1,HOOP,KNOCK_DOWN,NONE,Immunity,0,0,5-Immunity-5,0,0,91.885738,91.885738,0,0,0,53.27417227,53.27417227,0.845413296,0.845413296,53.27417227,Race,1,0,0,18/01/2026,2
74,5,5,1,23,1,1,2,3,1,5,0,0,0,0.29,-0.285714286,1,0.285714286,-0.285714286,1,0,HOOP,KNOCK_DOWN,NONE,Immunity,0,0,5-Immunity-5,0,0,58.67076248,58.67076248,0,0,0,75.67768273,75.67768273,1.200936898,0,75.67768273,Race,1,0,0,18/01/2026,2
75,5,5,9,20,0,0,7,4,1,6,0,0,0,-1.00,1,1,-1,1,0,1,HOOP,KNOCK_DOWN,NONE,Immunity,0,0,5-Immunity-5,0,0,100,100,0,0,0,52.64946139,52.64946139,0.835499695,0.835499695,52.64946139,Race,1,0,0,18/01/2026,2
76,5,5,8,19,0,0,4,4,2,7,0,0,0,-0.57,0.571428571,1,-0.571428571,0.571428571,0,1,HOOP,KNOCK_DOWN,NONE,Immunity,0,0,5-Immunity-5,0,0,86.08537337,86.08537337,0,0,0,70.36702621,70.36702621,1.116661546,1.116661546,70.36702621,Race,1,0,0,18/01/2026,2
77,5,5,4,16,0,1,1,4,3,8,0,0,0,-0.14,0.142857143,1,-0.142857143,0.142857143,0,1,HOOP,KNOCK_DOWN,NONE,Immunity,0,0,5-Immunity-5,0,0,43.05846757,43.05846757,0,0,0,73.49062744,73.49062744,1.166230294,1.166230294,73.49062744,Race,1,0,0,18/01/2026,2
78,5,5,1,21,1,1,1,4,4,9,0,0,0,0.14,-0.142857143,1,0.142857143,-0.142857143,1,0,HOOP,KNOCK_DOWN,NONE,Immunity,0,0,5-Immunity-5,0,0,49.93480316,49.93480316,0,0,0,75.67768273,75.67768273,1.200936898,0,75.67768273,Race,1,0,0,18/01/2026,2
79,5,5,10,17,1,1,4,5,4,10,0,0,0,0.57,-0.571428571,1,0.571428571,-0.571428571,1,0,HOOP,KNOCK_DOWN,NONE,Immunity,0,0,5-Immunity-5,0,0,93.33113978,93.33113978,0,0,0,83.71796198,83.71796198,1.328528913,0,83.71796198,Race,1,0,0,18/01/2026,2
80,5,5,2,22,0,0,1,6,4,11,0,0,0,-0.14,0.142857143,1,-0.142857143,0.142857143,0,1,HOOP,KNOCK_DOWN,NONE,Immunity,0,0,5-Immunity-5,0,0,87.88216969,87.88216969,0,0,0,91.77978253,91.77978253,1.456462769,1.456462769,91.77978253,Race,1,0,0,18/01/2026,2
81,5,5,12,16,1,1,4,6,5,12,0,0,0,0.57,-0.571428571,1,0.571428571,-0.571428571,1,0,HOOP,KNOCK_DOWN,NONE,Immunity,0,0,5-Immunity-5,0,0,43.05846757,43.05846757,0,0,0,53.27417227,53.27417227,0.845413296,0,53.27417227,Race,1,0,0,18/01/2026,2
82,5,5,5,19,0,0,6,7,5,13,0,0,0,-0.86,0.857142857,1,-0.857142857,0.857142857,0,1,HOOP,KNOCK_DOWN,NONE,Immunity,0,0,5-Immunity-5,0,0,86.08537337,86.08537337,0,0,0,52.56649774,52.56649774,0.834183136,0.834183136,52.56649774,Race,1,0,0,18/01/2026,2
83,5,5,4,15,1,1,1,7,6,14,0,0,0,0.14,-0.142857143,1,0.142857143,-0.142857143,1,0,HOOP,KNOCK_DOWN,NONE,Immunity,0,0,5-Immunity-5,0,0,63.41332435,63.41332435,0,0,0,73.49062744,73.49062744,1.166230294,0,73.49062744,Race,1,0,0,18/01/2026,2
84,5,5,1,14,1,1,6,8,6,15,0,0,0,0.86,-0.857142857,1,0.857142857,-0.857142857,1,0,HOOP,KNOCK_DOWN,NONE,Immunity,0,0,5-Immunity-5,0,0,35.72742915,35.72742915,0,0,0,75.67768273,75.67768273,1.200936898,0,75.67768273,Race,1,0,0,18/01/2026,2
